Region,Latitude,Longitude,Soil_Type,Soil_pH,Organic_Carbon,Clay_pct,Silt_pct,Sand_pct,Avg_Temp_C,Annual_Rainfall_mm,Humidity_pct,Sunlight_hours,Irrigation_Available,Water_Source,Elevation_m,Past_Crop,Yield_kg_per_ha,Suitable_Crop,Best_Planting_Month,Growing_Duration_days
Ampara,8.54,80.23,Silty,5.7,0.77,43.9,24,30.8,24.5,1578,78,8.2,Yes,Well,527.4,Tea,2504,Tea,October,80
Monaragala,7.64,80.53,Clay,6.3,0.73,23.2,40.2,52.2,23.1,1037,66,7.7,No,River,1059.3,Chilli,2388,Tea,October,180
Kandy,8.43,80.04,Loam,5.8,1.17,27,35.3,44.6,29.1,1537,79,5.6,No,River,808.3,Coconut,4120,Coconut,April,115
Ratnapura,8.22,80.58,Sandy,5.9,1.13,44.5,41.6,50.2,29.3,1632,74,5.4,Yes,Well,706.5,Coconut,1867,Paddy,May,115
Ampara,7.4,81.32,Clay,6.1,1.2,31.1,30.6,37.9,25.5,1383,68,7.3,Yes,Well,769.4,Onion,1721,Paddy,May,120
Polonnaruwa,6.16,80.71,Sandy,6,0.88,30.1,29.8,32.4,27.3,1948,70,6.6,Yes,River,956.3,Maize,4275,Tea,October,150
Hambantota,9.1,79.83,Laterite,5.7,1.66,22.7,34.2,39.3,24.5,1569,77,6.7,Yes,River,991.7,Groundnut,3794,Tea,October,150
Ampara,7.35,80.6,Loam,5.7,1.81,36,46.3,32.9,28.4,1142,83,8.9,Yes,Rainfed,437,Coconut,3836,Chilli,April,115
Anuradhapura,9.09,79.85,Loam,5.9,1.92,15.4,21.2,53.6,30,1427,63,7.9,No,Well,215.4,Vegetables,1522,Groundnut,June,80
Anuradhapura,6.88,81.64,Laterite,5.6,1.34,16.5,44.1,31.9,28.3,1643,74,6.6,Yes,Well,239.2,Paddy,1330,Tea,October,365
Hambantota,5.9,80.04,Loam,6.8,1.61,33,31.1,46.4,26.2,1256,66,5.1,No,Well,960.9,Vegetables,896,Maize,June,120
Monaragala,6.52,81.14,Silty,6.1,1.81,25.3,45.6,25.5,25.5,988,80,5.1,No,Well,1309.9,Paddy,1677,Groundnut,June,365
Nuwara_Eliya,7.73,81.65,Sandy,6.1,1.24,43.6,44.1,47.5,27.7,1542,62,7.7,No,River,617.2,Paddy,3665,Maize,June,110
Ampara,9.58,81.37,Clay,6.2,1.1,42.1,30.5,56.5,28.2,1943,77,8.4,Yes,Rainfed,258.4,Chilli,1688,Maize,June,90
Hambantota,6.3,81.13,Laterite,6.8,1.92,36.4,40.8,44.3,26.7,1434,64,7.8,Yes,Well,1136.1,Coconut,3498,Onion,May,100
Anuradhapura,9.23,81.39,Silty,7.2,1.37,39.5,24.8,42.4,27.5,1897,75,6.6,Yes,River,1249.6,Coconut,1732,Maize,June,110
Anuradhapura,7.96,81.67,Clay,7,1.35,35,46.9,58.4,21.2,1819,81,5.1,Yes,River,1321.5,Paddy,2263,Tea,October,180
Ratnapura,9.12,80.98,Clay,7,0.93,18.8,32.1,45.1,31.4,1062,79,8.9,No,River,912.2,Onion,4438,Maize,June,100
Matara,7.06,80.86,Laterite,6.5,0.84,38,33.7,30.4,29.5,1679,79,8.9,No,River,1291.8,Vegetables,1706,Coconut,April,180
Monaragala,9.18,80.99,Silty,6.9,1.79,21.3,41.2,31.7,24.5,1379,73,7.2,No,River,28,Maize,2193,Paddy,May,120
Ampara,8.91,80.81,Clay,6.6,1.5,24.7,44.6,48.2,26.8,1175,82,5.3,Yes,Well,165.3,Onion,1914,Paddy,May,110
Ampara,6.8,81.01,Clay,5.9,1.12,39.6,27.1,49.4,20.6,1656,75,7.2,Yes,Well,143.4,Maize,1206,Groundnut,June,150
Polonnaruwa,6.41,80.65,Silty,5.9,0.95,31.1,39.8,32.1,20.5,1717,83,8.6,Yes,Rainfed,1070.3,Coconut,2613,Tea,October,115
Hambantota,9.29,80.22,Loam,6.1,1.42,40.8,31.8,33.8,23,1098,74,7.7,Yes,Well,109,Onion,2201,Maize,June,115
Polonnaruwa,9.66,80.03,Clay,7.3,1.46,21.4,31.1,59.6,28.3,1906,73,7.9,Yes,River,747.1,Vegetables,3371,Chilli,April,365
Hambantota,6.02,79.93,Sandy,6.6,0.97,33.2,40.7,24.1,30.2,1726,66,5.3,Yes,Rainfed,711.7,Coconut,3825,Groundnut,June,100
Kurunegala,8.75,80.3,Silty,7,1.81,17.5,31.6,36.2,26.7,1927,74,5.4,No,River,469.5,Tea,2814,Tea,October,110
Anuradhapura,9.45,79.89,Clay,6.2,0.81,34.3,30.4,22.5,26.4,1249,64,5.5,No,River,1306.3,Coconut,919,Paddy,May,115
Matara,9.24,80.88,Laterite,6.3,1.16,37.9,45.1,52.8,24.8,1933,82,8.6,Yes,Well,259.8,Onion,3090,Maize,June,80
Ratnapura,9.66,80.34,Sandy,5.8,1.58,32.5,23,23.7,21.9,1305,77,7.1,No,River,531.9,Vegetables,1005,Maize,June,150
Matara,8.86,81.37,Clay,5.8,1.06,23,40.3,47,21.4,959,85,8.2,No,Well,1162.4,Paddy,3081,Tea,October,180
Matara,7.62,79.94,Sandy,7.2,1.78,15.9,27.5,22.3,29.1,1739,62,5.5,No,River,50.5,Groundnut,3335,Groundnut,June,120
Matara,7.12,80.23,Sandy,6.7,1.66,18.6,20.5,46.9,31.1,1674,66,8.7,No,Rainfed,1011.1,Chilli,1532,Paddy,May,365
Polonnaruwa,7.15,81.19,Loam,6.2,1.73,33.7,25,53.7,25.5,1558,82,8.3,Yes,River,1225.5,Vegetables,3832,Maize,June,100
Hambantota,8.73,80.94,Sandy,7.1,0.85,43,38.2,36,27.9,1439,70,5.9,No,Well,1398.7,Coconut,4171,Maize,June,90
Galle,8.81,79.92,Loam,6,0.88,21.2,41.3,40.9,31,935,72,8.5,Yes,River,1315.1,Coconut,3808,Chilli,April,115
Kurunegala,6.68,81.47,Silty,7.5,1.07,37.1,20.6,36.1,21.1,1587,82,6.1,Yes,Well,482.5,Paddy,1929,Tea,October,365
Kandy,9.29,81.47,Loam,6.2,1.37,41,21.1,32,29.2,1359,73,5.8,No,Well,881.6,Vegetables,2971,Groundnut,June,80
Matara,8.69,80.43,Laterite,6.2,1.67,30.6,47.1,52.1,27.4,1516,65,6.1,Yes,Rainfed,120.6,Tea,4185,Coconut,April,80
Nuwara_Eliya,8.09,80.45,Clay,6.1,1.79,35.1,22.2,30.9,27.2,1372,82,8.6,No,Well,390.5,Groundnut,1986,Paddy,May,100
Polonnaruwa,7.74,81.68,Silty,5.7,1.62,39.5,46.8,48.9,23.5,1963,61,8.7,Yes,Rainfed,145.9,Vegetables,3834,Chilli,April,100
Monaragala,8.02,80.99,Silty,5.7,1.91,22.8,26.8,28.2,28.2,1565,82,6.3,Yes,Rainfed,476.2,Coconut,835,Paddy,May,115
Ratnapura,6.52,80.81,Laterite,6.8,1.66,23.9,42.2,30,29.5,1724,61,7.8,No,River,1313.4,Maize,813,Tea,October,110
Kandy,6.69,81.39,Loam,7.3,1.1,15,29.3,33.5,21.4,1930,77,7.7,No,Rainfed,524,Maize,3611,Onion,May,120
Galle,6.26,80.34,Clay,7.1,1.04,43.9,45.8,43.6,26.4,1551,62,8.2,Yes,Well,845,Maize,3617,Paddy,May,180
Nuwara_Eliya,6.5,80.62,Loam,5.8,1.61,42.5,41,38.2,21.2,913,78,6.2,No,Well,652.9,Chilli,3719,Chilli,April,180
Galle,7.67,80.31,Sandy,6.6,0.95,37.9,32.1,49.8,30.5,938,61,7,Yes,Rainfed,691.1,Chilli,4241,Chilli,April,110
Kandy,7.97,81.3,Loam,5.7,0.82,17.4,22.3,28.5,26.1,1673,81,7.7,No,River,1454.5,Vegetables,1236,Chilli,April,80
Matara,5.97,80.89,Silty,5.6,1.39,28.4,42,20.4,29.7,1207,72,5.1,Yes,Rainfed,447.8,Groundnut,1658,Paddy,May,150
Nuwara_Eliya,9.01,81.05,Clay,6.8,1.77,18.1,38.5,51.1,24.4,1537,62,6.5,Yes,Rainfed,942.9,Coconut,4144,Groundnut,June,120
Galle,7.05,80.28,Loam,6.6,0.83,15.5,20.1,52.9,21.5,1123,78,7.8,Yes,Well,633,Coconut,1456,Maize,June,115
Ratnapura,9.46,80.22,Clay,5.7,1.73,33.5,20.3,22.4,20.5,1197,72,6,Yes,River,96.4,Coconut,3324,Tea,October,110
Hambantota,9.67,80.73,Clay,5.6,1.76,43.8,44.3,44.4,23.4,1455,65,8.8,Yes,River,736.5,Chilli,2763,Coconut,April,120
Anuradhapura,6.62,81.2,Sandy,7.5,1.33,42.1,27.8,35.1,22.9,1973,60,5.1,No,River,1220.9,Groundnut,1108,Tea,October,180
Hambantota,7.7,80.8,Sandy,5.6,0.77,35.9,39.1,51.8,26.7,1578,70,8.8,Yes,River,152.6,Coconut,1855,Maize,June,120
Kandy,5.9,79.86,Silty,6.4,0.93,17.9,33.6,55,20.3,1930,62,5.9,No,Well,109,Paddy,2725,Groundnut,June,100
Polonnaruwa,8.23,81.45,Laterite,6.5,1.62,23.2,45.9,54,26.2,1955,62,5.2,No,River,234.7,Tea,3954,Paddy,May,365
Anuradhapura,8.27,79.92,Clay,5.7,1.63,24.6,47.5,51.1,24.7,1129,67,6.2,Yes,River,1147.8,Onion,3418,Tea,October,100
Kurunegala,6.87,81.62,Laterite,5.8,1.87,37.9,49.9,30.8,26.9,1242,76,8.1,Yes,River,1087.4,Vegetables,3101,Chilli,April,110
Ratnapura,8.08,79.85,Silty,6.2,1.46,39.1,24.6,52.5,28.4,1747,73,8,No,Well,849.7,Vegetables,2635,Paddy,May,115
Kurunegala,6.78,81.12,Clay,7,0.86,26.6,45.9,41.3,27.6,1853,62,5.8,Yes,Well,705,Maize,1905,Chilli,April,90
Nuwara_Eliya,6.53,79.96,Clay,6.5,0.86,27.5,28,22.1,31.8,1471,84,5.8,Yes,River,1333,Maize,1241,Paddy,May,90
Ampara,8.44,81.53,Laterite,6.8,1.64,16.3,37.7,38.3,21.7,1993,82,7.6,No,Well,1151.2,Vegetables,2314,Tea,October,120
Anuradhapura,7.17,80.68,Loam,7.5,0.94,23.7,35.2,57.7,25.2,913,66,6.8,No,Rainfed,1218.9,Paddy,906,Chilli,April,90
Kurunegala,8.2,80.06,Sandy,7,1.13,28.5,20.5,55.5,25.1,1230,63,8.2,No,River,1220.8,Coconut,1581,Maize,June,80
Kurunegala,7.59,80.45,Loam,6.4,1.33,18.5,48,24.1,25,1585,84,5.1,No,Well,965.9,Groundnut,2400,Maize,June,180
Galle,9.74,80.11,Laterite,6.4,0.73,28.6,22.3,49.8,28,1416,72,7.4,No,River,689.7,Groundnut,2349,Vegetables,March,80
Hambantota,6.48,80.12,Sandy,6.7,1.02,40.6,40.6,52.2,25.9,1028,68,7.9,No,River,1297.7,Chilli,964,Maize,June,120
Galle,7.71,81.6,Loam,6.8,1.23,32.4,43.6,30.9,26.2,1305,72,9,Yes,Well,1389.4,Coconut,2980,Maize,June,80
Anuradhapura,8.55,80.65,Sandy,6.5,1.06,17.4,43.9,38.9,25.2,928,79,7.7,No,Rainfed,40.6,Groundnut,2834,Chilli,April,180
Anuradhapura,7.44,81.3,Clay,6.8,0.88,20.8,24.1,48.4,31.9,1607,64,5.9,No,River,82.1,Coconut,1089,Vegetables,March,115
Kandy,9.7,81.02,Loam,5.5,1.65,29.2,33.4,37.6,31.1,1882,79,5.4,Yes,Rainfed,1438.3,Maize,4290,Coconut,April,100
Galle,8.72,81.09,Sandy,6.4,1.76,25.8,44.9,24.5,23.7,1873,79,7.6,Yes,Well,419.4,Onion,1168,Onion,May,115
Jaffna,8.46,80.05,Sandy,6.1,1.03,25.8,29.1,48.2,21.3,1669,73,7.1,Yes,River,1310.7,Onion,3963,Tea,October,80
Monaragala,8.85,80.24,Sandy,5.8,1.71,30.9,34,56.5,30.1,1412,82,8.6,Yes,Well,586.2,Onion,801,Groundnut,June,80
Hambantota,9.62,81.29,Loam,5.7,1.2,32.5,28.2,46.1,32,1463,63,7.9,Yes,Well,183.1,Maize,4064,Groundnut,June,110
Anuradhapura,9.44,81.64,Silty,6.7,1.36,38.9,33.9,51,23.5,1051,75,7,Yes,Well,125.3,Chilli,873,Vegetables,March,365
Kandy,8.72,80.3,Loam,6.5,1.81,25.2,46.6,34.3,24.3,1275,71,6.6,No,Well,239,Onion,3604,Maize,June,365
Ampara,8.82,80.32,Laterite,6,1.67,39.2,33.7,27.3,31.3,1107,71,6.6,Yes,River,378.6,Maize,2138,Chilli,April,80
Galle,6.47,80.7,Loam,6.4,1.75,25.2,36.7,45.7,28.5,1803,66,5.9,Yes,Rainfed,735.3,Coconut,3531,Coconut,April,100
Hambantota,6.3,81.67,Sandy,6.5,0.88,16.7,32.1,33.1,23.5,1906,69,5.1,Yes,Rainfed,1053.7,Onion,2286,Tea,October,110
Ampara,8.13,80.31,Clay,5.9,0.79,31.6,33.8,54.4,27,1491,63,7.3,Yes,River,1479.7,Paddy,1062,Paddy,May,90
Galle,5.97,80.57,Loam,6.8,1.86,32.6,20.5,24.9,31.3,1701,66,5.8,No,River,665.1,Chilli,3640,Coconut,April,150
Kurunegala,7.78,81.49,Loam,7.1,1.2,43,28.5,37.3,29.7,1034,67,5.8,Yes,Rainfed,779.7,Paddy,1064,Chilli,April,100
Ampara,6.72,79.81,Sandy,7.1,1.07,36.8,33.1,35.9,28.9,1569,78,5.5,Yes,Rainfed,785.1,Vegetables,4212,Vegetables,March,80
Kandy,7.25,79.88,Clay,6.7,1.64,42.5,39,57.5,28.8,1673,61,5.8,No,River,811.5,Coconut,989,Paddy,May,80
Hambantota,8.93,80.95,Clay,6.5,1.79,42.3,33.5,26.1,22.1,1398,76,5.1,No,Well,779,Chilli,2574,Groundnut,June,100
Matara,9.57,81.52,Laterite,5.6,1.82,33.1,30.1,20.4,29.9,1168,66,7.7,No,River,18.1,Paddy,3475,Maize,June,120
Nuwara_Eliya,6.18,80.25,Loam,6.1,1.11,30.8,31.6,29.5,23.3,1865,62,6.6,Yes,Rainfed,7.6,Chilli,2255,Onion,May,110
Nuwara_Eliya,7.98,80.69,Clay,5.7,1.81,31.7,27.3,52.8,31.2,1717,68,7.2,No,Well,151,Coconut,1604,Paddy,May,80
Hambantota,9.34,80.66,Clay,7.4,0.75,44.3,47.7,28.4,24.4,1890,66,7.5,No,Rainfed,156.8,Vegetables,3609,Coconut,April,150
Ampara,6.22,80.7,Silty,5.8,0.76,38.2,35.7,29.6,30.3,1800,74,8.9,No,Well,1058.8,Groundnut,3702,Onion,May,90
Galle,9.12,80.98,Silty,5.8,1.51,18.2,20.4,25.2,23.2,1989,69,5.3,Yes,Rainfed,311.3,Onion,4214,Tea,October,115
Kandy,7.3,80.69,Clay,7.3,0.78,38.4,20.6,48.6,26.2,1111,84,6.7,Yes,Well,1342.6,Vegetables,2192,Paddy,May,180
Monaragala,7.16,80.65,Laterite,7.4,1.12,20.1,49.2,22.8,21.3,995,84,6,No,River,1393.3,Chilli,2673,Tea,October,150
Nuwara_Eliya,9.71,80.7,Clay,7,1.57,28.4,26.6,33.2,27.9,1271,71,6.9,Yes,River,1464,Onion,2144,Paddy,May,180
Kandy,6.68,80.92,Sandy,5.5,1.14,21.3,44.2,31.3,30,1042,80,8.7,Yes,Well,1408.9,Vegetables,1751,Chilli,April,120
Nuwara_Eliya,8.6,80.82,Loam,5.5,0.93,35.7,21.7,42.2,28.6,1475,60,7.9,Yes,Well,411.5,Onion,3579,Groundnut,June,150
Kurunegala,9.1,81.42,Laterite,6.3,1.07,41.3,47.6,49.2,26.3,1596,74,7.6,Yes,River,767.1,Groundnut,2057,Vegetables,March,365
Galle,6.06,79.89,Sandy,5.8,1.29,23.7,46.2,41.3,20.5,1536,79,6.8,Yes,River,267.3,Coconut,2384,Maize,June,120
Kurunegala,8.51,81.38,Laterite,5.5,1.32,17.5,37.1,57.2,31.2,1185,65,7.7,No,Well,1210.3,Chilli,2294,Tea,October,365
Nuwara_Eliya,9.61,81.4,Sandy,6.4,1.72,24,20.3,58.1,28.5,1900,62,5.1,No,Well,1333.2,Chilli,3437,Paddy,May,90
Matara,6.38,80.34,Loam,7.4,1.68,35.2,27.7,34.5,29,923,64,7.3,No,River,1277.7,Groundnut,4196,Chilli,April,90
Matara,9.4,80.68,Loam,6.1,1.29,24.9,32.2,51.1,29.5,1283,71,7.2,No,Rainfed,652.9,Maize,3267,Groundnut,June,90
Kurunegala,8.22,80.63,Silty,6.8,1.8,23.3,33.8,49.6,29,1691,73,6.4,Yes,River,1139.2,Groundnut,2545,Paddy,May,120
Matara,8.3,80.22,Sandy,6.8,0.85,20.5,28.9,55.7,25.3,1744,70,5.8,No,Well,150.9,Groundnut,3683,Vegetables,March,90
Nuwara_Eliya,8.29,80.55,Silty,6,1.03,29.9,21,37.9,28.8,1358,71,8.2,No,Well,65.2,Groundnut,3172,Paddy,May,100
Hambantota,7.07,79.88,Sandy,6.8,1.78,23.3,37.7,41.2,27.5,919,72,5.2,Yes,Rainfed,1131.1,Coconut,1024,Chilli,April,180
Kurunegala,9.55,80.33,Silty,5.9,1.19,36.9,35.7,36.6,30.2,1580,79,5.3,Yes,River,640.9,Vegetables,1154,Maize,June,180
Monaragala,9.59,81.35,Loam,5.7,1.98,17.3,28.5,54,29.6,969,63,6.8,Yes,Well,1493.3,Tea,940,Chilli,April,110
Monaragala,8.34,80.34,Laterite,6.9,1.31,34.9,21.1,29.2,20.5,1019,79,6,Yes,River,150.4,Groundnut,2490,Groundnut,June,365
Polonnaruwa,8.96,81.35,Silty,5.7,1.73,22.1,49.8,29.6,24.5,1615,77,8,No,Well,1284.2,Chilli,3856,Tea,October,180
Ampara,8.29,80.81,Sandy,7.5,1.22,29.7,34.5,34.9,20.4,1244,79,7.5,Yes,Rainfed,722.6,Paddy,1958,Maize,June,80
Galle,7.79,81.47,Sandy,5.9,1.25,23.6,42.7,29.2,21.2,1283,78,8.1,Yes,River,1241.6,Maize,2221,Maize,June,180
Matara,8.48,80.89,Loam,6.7,1.2,36.7,33.6,42.4,27.2,1435,72,6.3,Yes,River,1226.6,Groundnut,4165,Maize,June,80
Matara,8.06,79.86,Sandy,6.3,1.63,43.4,21.3,25.4,30.5,1976,65,8,Yes,Rainfed,1374.4,Groundnut,3897,Coconut,April,110
Ampara,8.23,81.08,Clay,5.8,1.41,42.5,29.3,32.8,21.4,1962,73,8.4,Yes,Well,450.3,Maize,3261,Tea,October,120
Anuradhapura,8.96,79.89,Laterite,5.6,1.93,32.5,29.6,56.5,25.4,1358,84,6.4,Yes,Well,1425,Groundnut,1787,Tea,October,150
Jaffna,7.78,80.66,Silty,6.7,1.03,28.9,45.2,36.4,30.9,1192,75,6.4,No,River,231.7,Chilli,1233,Groundnut,June,110
Kurunegala,6.06,81.57,Laterite,7.1,0.83,39.5,39.6,49.9,29.8,1233,60,8.6,No,Rainfed,127.5,Tea,859,Maize,June,180
Ratnapura,6.54,80.11,Loam,7.2,1.21,35.5,28.3,24.5,26.2,1196,61,5.2,No,River,650.3,Groundnut,1196,Maize,June,180
Matara,7.61,80.54,Silty,6.5,1.5,20.5,49,29.9,29.3,1485,85,6.4,Yes,River,1243.3,Maize,1883,Paddy,May,365
Galle,8.73,81.19,Silty,7.1,1.82,39.6,29.6,52.3,26.3,1568,62,5.5,Yes,Well,712.8,Groundnut,2842,Paddy,May,120
Polonnaruwa,8.21,81.48,Clay,6.8,1.15,27.9,49.9,50.5,21.9,1438,61,5.1,No,Well,1244.8,Coconut,1037,Tea,October,110
Monaragala,8.44,81.07,Loam,6.9,1.55,20.7,49.9,35.4,21.5,1349,69,5.5,No,Well,1095.9,Chilli,1304,Maize,June,90
Matara,7.77,80.29,Sandy,6.5,1.16,23.5,25.7,58.2,22.3,1132,84,6.7,No,Well,318.1,Chilli,1470,Maize,June,150
Polonnaruwa,8.3,81.08,Clay,6.8,1.5,23,29.4,56.4,24.2,1431,68,7.7,No,Well,1423.6,Tea,3138,Tea,October,100
Nuwara_Eliya,7.18,80.36,Clay,7.1,1.85,30.6,34.6,58.5,31.2,1275,70,6.2,Yes,Rainfed,95.9,Vegetables,3078,Chilli,April,100
Nuwara_Eliya,7.73,81.17,Laterite,6.3,1,22,39.9,37.1,29.6,1496,76,8.4,No,River,1347.9,Coconut,2838,Onion,May,100
Jaffna,8.8,81.61,Laterite,7.1,1.23,18.7,35.8,27.9,25.2,1643,61,6.8,Yes,Rainfed,460.1,Coconut,1727,Paddy,May,110
Hambantota,9.3,81.17,Laterite,6.7,1.99,18.7,49.1,45.1,25.9,1597,82,8.9,Yes,River,752.7,Tea,2173,Maize,June,90
Ratnapura,7.59,81.44,Clay,5.8,1.83,32.5,41.7,47.4,23.2,1409,73,8.8,Yes,Well,636.4,Onion,1158,Maize,June,115
Anuradhapura,6.07,79.8,Sandy,5.5,1.43,37,26.4,25,28.5,1512,72,8.1,No,Rainfed,261.9,Onion,1638,Maize,June,100
Jaffna,6.53,81.16,Silty,6.2,1.37,24.6,23.2,51.5,29.6,1213,82,8.7,No,River,540.4,Vegetables,4122,Paddy,May,115
Kandy,5.98,81.38,Laterite,6.6,1.07,16,40.7,20.7,22.9,927,84,7.8,No,Well,293.4,Paddy,4425,Maize,June,150
Anuradhapura,8.45,79.88,Sandy,7.2,1.37,18.8,24.8,39.3,20.5,1588,71,8.6,Yes,Well,309.8,Vegetables,3196,Maize,June,365
Kurunegala,7.2,81.46,Loam,5.8,1.8,42.4,43.6,33.2,27.5,1178,64,5.9,Yes,Rainfed,284.6,Onion,4192,Maize,June,90
Galle,8.02,80.29,Laterite,7.1,1.59,29.8,29.3,49.6,26.8,1636,80,6.4,No,Rainfed,736.1,Vegetables,3178,Chilli,April,365
Kandy,7.82,81.06,Silty,7.2,1.08,28.6,29.8,32.5,24.8,1722,70,8,Yes,Rainfed,1197.9,Groundnut,923,Tea,October,120
Kandy,6.22,81.32,Loam,5.8,0.96,16.1,20.3,53.1,27.7,1908,83,6.7,No,Well,855.6,Coconut,4488,Groundnut,June,120
Jaffna,7.47,81.06,Loam,7.2,1.04,36.9,41,43.8,26.6,1954,84,8.3,Yes,River,1340.3,Vegetables,1166,Coconut,April,100
Ampara,6.76,79.98,Silty,7.5,0.92,30.8,23.4,51.8,23,912,63,8.5,Yes,River,956.6,Paddy,3326,Onion,May,365
Hambantota,7.53,80.93,Laterite,7,0.82,21.1,43.2,59.6,24.8,1989,84,6.2,Yes,Rainfed,1035.6,Paddy,1735,Tea,October,110
Ampara,6.69,80.84,Clay,7.1,1.24,18.3,34.8,47.2,25.1,1651,69,8.3,Yes,River,1003.1,Chilli,2250,Paddy,May,115
Jaffna,9.18,81.51,Silty,7.5,0.85,26.5,43.5,59.4,30.6,1608,76,5.6,Yes,Well,676.9,Groundnut,3190,Maize,June,100
Kurunegala,6.58,80.57,Silty,6.7,0.92,40.1,37.5,21.2,31.5,917,61,6.3,Yes,River,1035.6,Chilli,2415,Onion,May,115
Monaragala,9.65,80.41,Silty,6.1,1.41,41,22.5,33.5,30.7,1847,82,7.1,Yes,Well,109.2,Maize,1727,Maize,June,180
Matara,7.52,81.22,Loam,7.2,0.91,33.1,43,24.3,28.6,1060,76,5.9,No,Rainfed,1290.5,Onion,2037,Chilli,April,180
Matara,9.2,80.58,Sandy,6.7,0.78,36.8,22.1,30.5,27,1821,76,7.3,Yes,River,1167.8,Chilli,2064,Paddy,May,180
Hambantota,8.35,81.03,Clay,6.7,1.11,18.5,34.4,53.6,28.3,917,83,7.3,Yes,Well,371.6,Coconut,4349,Tea,October,120
Kurunegala,8.77,81.03,Laterite,6,0.99,32.6,25.2,21.3,31.3,1611,73,5.8,No,Rainfed,1153.2,Coconut,3755,Chilli,April,80
Hambantota,8.89,81.49,Laterite,7,1.37,35,42.6,40.8,23,1378,70,8.2,No,Rainfed,23.9,Groundnut,2497,Maize,June,120
Polonnaruwa,7.87,80.94,Sandy,5.7,0.83,21,47.3,42.7,26.4,1121,82,7.5,No,Rainfed,329.8,Paddy,1539,Maize,June,150
Ampara,8.02,80.75,Silty,7.3,1.68,41.4,36.6,42.4,28.3,1018,79,6.3,No,Rainfed,102.4,Coconut,3801,Paddy,May,365
Matara,7.9,80.06,Clay,6.2,1.88,20.8,35.8,39,28.2,1384,84,5.9,Yes,River,1171.4,Onion,1382,Paddy,May,180
Kandy,8.19,80.02,Laterite,5.8,1.67,24.4,42.9,51.6,23,1036,84,8.5,Yes,Well,1135,Chilli,1579,Tea,October,180
Ampara,6.01,80.09,Laterite,6.4,1.39,33.6,20.2,25.3,27,1435,70,8.3,No,River,1221.4,Onion,2154,Vegetables,March,150
Ratnapura,7.44,80.13,Silty,5.6,1.82,34.2,47.5,32.4,29.6,1588,71,5.9,Yes,Well,11.7,Vegetables,4057,Paddy,May,90
Galle,8.26,81.01,Sandy,6.9,1.6,36,25.9,44.6,25.7,1810,66,5.1,No,Rainfed,754.3,Chilli,1288,Coconut,April,80
Kurunegala,8.23,81.21,Clay,7.3,0.71,18.4,49.5,47.6,29.5,1647,77,8.2,Yes,River,1058.7,Groundnut,1252,Paddy,May,90
Anuradhapura,8.99,80.81,Sandy,7.2,1.21,40.5,42.1,36.2,24.3,972,69,7.5,Yes,Rainfed,237.3,Vegetables,2628,Chilli,April,120
Hambantota,8.45,81.38,Sandy,5.8,1.81,31,43.2,55,31.3,1238,80,5.4,Yes,Well,976.4,Onion,1823,Groundnut,June,90
Ampara,9.77,81.68,Clay,5.8,1.15,29.1,39.7,36.6,26.4,1217,63,7.3,Yes,Rainfed,130.7,Chilli,2904,Paddy,May,110
Galle,7.01,81.36,Clay,7.1,0.75,44.4,34.1,36.1,27.2,1907,63,6.8,Yes,River,276.1,Onion,2471,Coconut,April,100
Ampara,7.3,81.12,Laterite,7.3,1.67,37.2,37.1,21.4,20.4,1855,65,8.1,No,River,716.3,Tea,2409,Coconut,April,120
Anuradhapura,7.4,80.81,Laterite,6.4,1.74,18.5,21.4,42,22,1307,62,5.8,Yes,Well,982.1,Groundnut,1214,Vegetables,March,180
Galle,7.72,80.65,Clay,6.5,0.91,37.7,38.7,48.3,27.6,978,76,6.8,Yes,Well,223.1,Groundnut,1322,Paddy,May,120
Ratnapura,9.16,79.96,Loam,6.1,1.4,17.9,38.8,24.6,25,1884,64,5.6,Yes,River,281.9,Coconut,3838,Coconut,April,90
Anuradhapura,6.82,80.56,Laterite,7.3,0.95,15.8,46.7,32.2,26.1,1877,64,8.8,Yes,River,310.6,Groundnut,4078,Groundnut,June,115
Jaffna,8.93,81.53,Loam,6.8,1.64,27.1,35.2,51.3,20.8,1840,60,8.1,Yes,River,361.9,Maize,1668,Paddy,May,120
Nuwara_Eliya,7.48,81.34,Clay,6.1,1.05,44.8,22.3,34.6,30,1830,80,7.9,No,River,343.7,Coconut,1220,Chilli,April,365
Jaffna,8.25,80.21,Laterite,6.1,1.11,20.2,29.2,29.7,29.4,1428,80,7.8,Yes,Well,595.7,Coconut,998,Coconut,April,120
Matara,8.37,80.69,Sandy,7.3,1.8,35.2,39.7,46.9,22.2,1095,64,6.7,No,River,982.4,Vegetables,3051,Maize,June,115
Ampara,7.35,81.35,Clay,5.5,1.32,20.2,27.2,27.9,27.6,1425,78,8.7,Yes,Well,659.9,Vegetables,3447,Paddy,May,80
Nuwara_Eliya,7.9,79.93,Silty,6.1,1.57,36.7,28.4,55.8,29.8,1444,71,5.3,Yes,River,1165.1,Onion,2179,Paddy,May,115
Jaffna,7.51,80.54,Loam,6.6,1.22,30.2,44.6,24.2,27.7,1439,66,8.2,No,River,1080.3,Tea,3315,Maize,June,115
Nuwara_Eliya,6.17,81.42,Clay,5.8,1.09,35.4,37.5,48.3,23.7,1493,76,5.9,Yes,Rainfed,194.2,Coconut,3438,Tea,October,120
